web-scraper-order,web-scraper-start-url,archetype_link,archetype_link-href,winrate,deck,deck-href,cards
"1665775205-4404","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Sacred Foundry"
"1665775205-4405","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Marsh Flats"
"1665775205-4406","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Bloodstained Mire"
"1665775205-4407","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","4
 Windswept Heath"
"1665775205-4408","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","4
 Wooded Foothills"
"1665775205-4409","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","1
 Sanctifier en-Vec"
"1665775205-4410","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","1
 Endurance"
"1665775205-4411","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","1
 Temporary Lockdown"
"1665775205-4412","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Collective Brutality"
"1665775205-4413","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Alpine Moon"
"1665775205-4414","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Chalice of the Void"
"1665775205-4415","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Veil of Summer"
"1665775205-4416","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Hallowed Moonlight"
"1665775205-4417","https://mtgdecks.net/Modern/metagame:last-year","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot","N/A","Cragganwick Shoot","https://mtgdecks.net/Modern/cragganwick-shoot-decklist-by-arai-ryouta-1470240","2
 Force of Vigor"
"1665775209-4418","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","1
 Scourge of Valkas"
"1665775209-4419","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","2
 Stormbreath Dragon"
"1665775209-4420","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Terror of the Peaks"
"1665775209-4421","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Dragonlord's Servant"
"1665775209-4422","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Thunderbreak Regent"
"1665775209-4423","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Goldspan Dragon"
"1665775209-4424","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Dragon's Hoard"
"1665775209-4425","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","1
 Spit Flame"
"1665775209-4426","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Pyretic Ritual"
"1665775209-4427","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Lightning Bolt"
"1665775209-4428","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","1
 Dragon Tempest"
"1665775209-4429","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","1
 Fiery Emancipation"
"1665775209-4430","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","2
 Sarkhan, Fireblood"
"1665775209-4431","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Fabled Passage"
"1665775209-4432","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Castle Embereth"
"1665775209-4433","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","4
 Haven of the Spirit Dragon"
"1665775209-4434","https://mtgdecks.net/Modern/metagame:last-year","Dragons","https://mtgdecks.net/Modern/dragons","N/A","Almost There","https://mtgdecks.net/Modern/almost-there-decklist-by-panterino777-1373377","12
 Mountain"
"1665775214-4435","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Hexdrinker"
"1665775214-4436","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Grim Lavamancer"
"1665775214-4437","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Elvish Reclaimer"
"1665775214-4438","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Rocco, Cabaretti Caterer"
"1665775214-4439","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Ragavan, Nimble Pilferer"
"1665775214-4440","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Ovalchase Daredevil"
"1665775214-4441","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Gilded Goose"
"1665775214-4442","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Asmoranomardicadaistinaculdacar"
"1665775214-4443","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Soul-Guide Lantern"
"1665775214-4444","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Shadowspear"
"1665775214-4445","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Mox Amber"
"1665775214-4446","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 The Underworld Cookbook"
"1665775214-4447","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","3
 Prismatic Ending"
"1665775214-4448","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Urza's Saga"
"1665775214-4449","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Wrenn and Six"
"1665775214-4450","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Arid Mesa"
"1665775214-4451","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Temple Garden"
"1665775214-4452","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Sacred Foundry"
"1665775214-4453","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Plains"
"1665775214-4454","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Overgrown Tomb"
"1665775214-4455","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Mountain"
"1665775214-4456","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Forest"
"1665775214-4457","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Boseiju, Who Endures"
"1665775214-4458","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","2
 Stomping Ground"
"1665775214-4459","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","2
 Copperline Gorge"
"1665775214-4460","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","3
 Windswept Heath"
"1665775214-4461","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","4
 Wooded Foothills"
"1665775214-4462","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Boseiju, Who Endures"
"1665775214-4463","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Burrenton Forge-Tender"
"1665775214-4464","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Endurance"
"1665775214-4465","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Jegantha, the Wellspring"
"1665775214-4466","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Pithing Needle"
"1665775214-4467","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Prismatic Ending"
"1665775214-4468","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","1
 Pyrite Spellbomb"
"1665775214-4469","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","2
 Soul-Guide Lantern"
"1665775214-4470","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","2
 Void Mirror"
"1665775214-4471","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","2
 Wear/Tear"
"1665775214-4472","https://mtgdecks.net/Modern/metagame:last-year","Naya Food","https://mtgdecks.net/Modern/naya-food","N/A","Naya Asmo v2","https://mtgdecks.net/Modern/naya-asmo-v2-decklist-by-djeffwx-1366571","2
 Alpine Moon"
"1665775219-4473","https://mtgdecks.net/Modern/metagame:last-year","Boros Control","https://mtgdecks.net/Modern/boros-control","N/A","Rogue","https://mtgdecks.net/Modern/rogue-decklist-by-daikoku-sora-1441598","2
 Solitude"
"1665775219-4474","https://mtgdecks.net/Modern/metagame:last-year","Boros Control","https://mtgdecks.net/Modern/boros-control","N/A","Rogue","https://mtgdecks.net/Modern/rogue-decklist-by-daikoku-sora-1441598","4
 Timeless Dragon"
"1665775219-4475","https://mtgdecks.net/Modern/metagame:last-year","Boros Control","https://mtgdecks.net/Modern/boros-control","N/A","Rogue","https://mtgdecks.net/Modern/rogue-decklist-by-daikoku-sora-1441598","2
 Mazemind Tome"
